arm,config,seed,dataset,protocol_sig,spearman,auroc,map10,rmse_high,n_pairs,n_queries,spearman_far,n_far,spearman_mid,n_mid,spearman_high,n_high,n_train,epochs,n_steps,n_params,train_loss_online,train_mse_final
E-epochs,epochs=50,0,3Di,v2|K16|len50-200|bs128|lr0.001|ntrain30000|ep30|pair999|syn20260810|strat200000x400|rng0.3-0.7,0.9616927251620161,0.9918571923514757,0.5003115989698259,0.07376295769591938,3699.0,347.0,0.6931396498938177,1200.0,0.7230350351602362,1274.0,0.8880999593673415,1225.0,30000.0,50.0,11750.0,141184.0,0.0021043410163372753,0.00175480215549469
E-epochs,epochs=50,0,SS,v2|K16|len50-200|bs128|lr0.001|ntrain30000|ep30|pair999|syn20260810|strat200000x400|rng0.3-0.7,0.9685021159881729,0.9920733419310784,0.4206831343954187,0.059700936212036794,4000.0,10002.0,0.672593555247141,1200.0,0.8080672714345618,1397.0,0.8602488830289585,1403.0,30000.0,50.0,11750.0,141184.0,0.0021043410163372753,0.00175480215549469
E-epochs,epochs=50,0,AA,v2|K16|len50-200|bs128|lr0.001|ntrain30000|ep30|pair999|syn20260810|strat200000x400|rng0.3-0.7,0.2087764145808129,1.0,0.8533333333333333,0.11501128984777899,1216.0,10.0,0.19264155552682027,1200.0,,11.0,,5.0,30000.0,50.0,11750.0,141184.0,0.0021043410163372753,0.00175480215549469
E-epochs,epochs=5,1,Synth,v2|K16|len50-200|bs128|lr0.001|ntrain30000|ep30|pair999|syn20260810|strat200000x400|rng0.3-0.7,0.9307146822495624,0.9682038443312503,0.9891021207929922,0.10748178849949847,3648.0,2410.0,-0.02897024713660229,848.0,0.6052790862758682,1595.0,0.8742827678149413,1205.0,30000.0,5.0,1175.0,141184.0,0.005362494189540545,0.00432226288318634
E-epochs,epochs=5,1,3Di,v2|K16|len50-200|bs128|lr0.001|ntrain30000|ep30|pair999|syn20260810|strat200000x400|rng0.3-0.7,0.9212629664890643,0.990300100638477,0.4754457337957063,0.06865857060116935,3699.0,347.0,0.2702898324728782,1200.0,0.6574009574435623,1274.0,0.8436791143692836,1225.0,30000.0,5.0,1175.0,141184.0,0.005362494189540545,0.00432226288318634
E-epochs,epochs=5,1,SS,v2|K16|len50-200|bs128|lr0.001|ntrain30000|ep30|pair999|syn20260810|strat200000x400|rng0.3-0.7,0.9658400976490342,0.986803129110814,0.41276630262256947,0.050870217820935426,4000.0,10002.0,0.7650851143952151,1200.0,0.7539909363107945,1397.0,0.8580684053677978,1403.0,30000.0,5.0,1175.0,141184.0,0.005362494189540545,0.00432226288318634
E-epochs,epochs=5,1,AA,v2|K16|len50-200|bs128|lr0.001|ntrain30000|ep30|pair999|syn20260810|strat200000x400|rng0.3-0.7,0.24639005537057967,1.0,0.8833333333333334,0.14182907414805088,1216.0,10.0,0.22270107593024496,1200.0,,11.0,,5.0,30000.0,5.0,1175.0,141184.0,0.005362494189540545,0.00432226288318634
E-epochs,epochs=10,1,Synth,v2|K16|len50-200|bs128|lr0.001|ntrain30000|ep30|pair999|syn20260810|strat200000x400|rng0.3-0.7,0.9308251155055017,0.9683978103243581,0.9892323651452283,0.11168796981258339,3648.0,2410.0,-0.03431955426502956,848.0,0.6049565925554091,1595.0,0.8739970260765331,1205.0,30000.0,10.0,2350.0,141184.0,0.003919229718049367,0.003220332376162211
E-epochs,epochs=10,1,3Di,v2|K16|len50-200|bs128|lr0.001|ntrain30000|ep30|pair999|syn20260810|strat200000x400|rng0.3-0.7,0.9327563309345621,0.9905026974411429,0.4779329119843049,0.06819626330964872,3699.0,347.0,0.40623413828638855,1200.0,0.6604183735255978,1274.0,0.8391766828019784,1225.0,30000.0,10.0,2350.0,141184.0,0.003919229718049367,0.003220332376162211
E-epochs,epochs=10,1,SS,v2|K16|len50-200|bs128|lr0.001|ntrain30000|ep30|pair999|syn20260810|strat200000x400|rng0.3-0.7,0.9658417383370618,0.9886013550917213,0.4152015794875794,0.05347376036070593,4000.0,10002.0,0.7263669635833512,1200.0,0.7692142525193256,1397.0,0.8617194977160576,1403.0,30000.0,10.0,2350.0,141184.0,0.003919229718049367,0.003220332376162211
E-epochs,epochs=10,1,AA,v2|K16|len50-200|bs128|lr0.001|ntrain30000|ep30|pair999|syn20260810|strat200000x400|rng0.3-0.7,0.22059138872691392,1.0,1.0,0.13085450653330158,1216.0,10.0,0.1928221231565137,1200.0,,11.0,,5.0,30000.0,10.0,2350.0,141184.0,0.003919229718049367,0.003220332376162211
E-epochs,epochs=20,1,Synth,v2|K16|len50-200|bs128|lr0.001|ntrain30000|ep30|pair999|syn20260810|strat200000x400|rng0.3-0.7,0.9267507178726109,0.9693041172763914,0.9825169597576238,0.11038583813799846,3648.0,2410.0,-0.07658330657798942,848.0,0.574666914602003,1595.0,0.873382901867934,1205.0,30000.0,20.0,4700.0,141184.0,0.0029595429254074893,0.002515154572327932
E-epochs,epochs=20,1,3Di,v2|K16|len50-200|bs128|lr0.001|ntrain30000|ep30|pair999|syn20260810|strat200000x400|rng0.3-0.7,0.9448119064649512,0.991713658786069,0.4884248962419849,0.06638271385995875,3699.0,347.0,0.5683861929586369,1200.0,0.6757683014988303,1274.0,0.8449381444746122,1225.0,30000.0,20.0,4700.0,141184.0,0.0029595429254074893,0.002515154572327932
E-epochs,epochs=20,1,SS,v2|K16|len50-200|bs128|lr0.001|ntrain30000|ep30|pair999|syn20260810|strat200000x400|rng0.3-0.7,0.9623746528573252,0.9891222697607936,0.42312671433652294,0.05204783899281641,4000.0,10002.0,0.6126717101550809,1200.0,0.7870239326721462,1397.0,0.8622907736836383,1403.0,30000.0,20.0,4700.0,141184.0,0.0029595429254074893,0.002515154572327932
E-epochs,epochs=20,1,AA,v2|K16|len50-200|bs128|lr0.001|ntrain30000|ep30|pair999|syn20260810|strat200000x400|rng0.3-0.7,0.17488895365273116,1.0,0.875,0.13579498591891398,1216.0,10.0,0.1483932891187311,1200.0,,11.0,,5.0,30000.0,20.0,4700.0,141184.0,0.0029595429254074893,0.002515154572327932
E-epochs,epochs=30,1,Synth,v2|K16|len50-200|bs128|lr0.001|ntrain30000|ep30|pair999|syn20260810|strat200000x400|rng0.3-0.7,0.9255167039060762,0.968575131249756,0.9785488704472107,0.11841083056922433,3648.0,2410.0,-0.0983357255822195,848.0,0.582339354101461,1595.0,0.8701396534720579,1205.0,30000.0,30.0,7050.0,141184.0,0.0025679434994856517,0.002186663661400477
E-epochs,epochs=30,1,3Di,v2|K16|len50-200|bs128|lr0.001|ntrain30000|ep30|pair999|syn20260810|strat200000x400|rng0.3-0.7,0.9430577236738744,0.9931489944401366,0.49017246411853244,0.0666632796518297,3699.0,347.0,0.5417392831284038,1200.0,0.6742356682818983,1274.0,0.8519764221149446,1225.0,30000.0,30.0,7050.0,141184.0,0.0025679434994856517,0.002186663661400477
E-epochs,epochs=30,1,SS,v2|K16|len50-200|bs128|lr0.001|ntrain30000|ep30|pair999|syn20260810|strat200000x400|rng0.3-0.7,0.9641607612248686,0.9885898280021002,0.4171975753816231,0.052455136261409345,4000.0,10002.0,0.6461254826551913,1200.0,0.7812184260470288,1397.0,0.8600702683266006,1403.0,30000.0,30.0,7050.0,141184.0,0.0025679434994856517,0.002186663661400477
E-epochs,epochs=30,1,AA,v2|K16|len50-200|bs128|lr0.001|ntrain30000|ep30|pair999|syn20260810|strat200000x400|rng0.3-0.7,0.17021183967433842,0.9996696944673823,0.8499999999999999,0.14646472763640453,1216.0,10.0,0.14724612246004418,1200.0,,11.0,,5.0,30000.0,30.0,7050.0,141184.0,0.0025679434994856517,0.002186663661400477
E-epochs,epochs=50,1,Synth,v2|K16|len50-200|bs128|lr0.001|ntrain30000|ep30|pair999|syn20260810|strat200000x400|rng0.3-0.7,0.9208608004578394,0.9654146065564582,0.9674366067312125,0.11491851190999264,3648.0,2410.0,-0.09389612487202012,848.0,0.5634334239331172,1595.0,0.8642877274647801,1205.0,30000.0,50.0,11750.0,141184.0,0.0021802571586022773,0.0018624678631623587
E-epochs,epochs=50,1,3Di,v2|K16|len50-200|bs128|lr0.001|ntrain30000|ep30|pair999|syn20260810|strat200000x400|rng0.3-0.7,0.9454572913406482,0.9939936977216108,0.48600069123604184,0.06368735996736753,3699.0,347.0,0.5702543391579549,1200.0,0.6832837464172897,1274.0,0.8645521170941237,1225.0,30000.0,50.0,11750.0,141184.0,0.0021802571586022773,0.0018624678631623587
E-epochs,epochs=50,1,SS,v2|K16|len50-200|bs128|lr0.001|ntrain30000|ep30|pair999|syn20260810|strat200000x400|rng0.3-0.7,0.964199807486363,0.9877694834573912,0.4168035209253186,0.052559848535200904,4000.0,10002.0,0.6456248178248924,1200.0,0.7860016334084369,1397.0,0.8572838548166248,1403.0,30000.0,50.0,11750.0,141184.0,0.0021802571586022773,0.0018624678631623587
E-epochs,epochs=50,1,AA,v2|K16|len50-200|bs128|lr0.001|ntrain30000|ep30|pair999|syn20260810|strat200000x400|rng0.3-0.7,0.1341563321875501,1.0,0.925,0.13210707746579567,1216.0,10.0,0.11107152084127053,1200.0,,11.0,,5.0,30000.0,50.0,11750.0,141184.0,0.0021802571586022773,0.0018624678631623587
E-epochs,epochs=5,2,Synth,v2|K16|len50-200|bs128|lr0.001|ntrain30000|ep30|pair999|syn20260810|strat200000x400|rng0.3-0.7,0.9325200684166132,0.9702158593525748,0.9893734769149706,0.1056741209037652,3648.0,2410.0,0.04920384527327921,848.0,0.5955090302233123,1595.0,0.8720060292174481,1205.0,30000.0,5.0,1175.0,141184.0,0.005307525110989809,0.004365520191192627
E-epochs,epochs=5,2,3Di,v2|K16|len50-200|bs128|lr0.001|ntrain30000|ep30|pair999|syn20260810|strat200000x400|rng0.3-0.7,0.9661268602194633,0.9898081269694621,0.5429763751748965,0.06403622465731512,3699.0,347.0,0.7471848266611608,1200.0,0.7397653684465939,1274.0,0.868913711497839,1225.0,30000.0,5.0,1175.0,141184.0,0.005307525110989809,0.004365520191192627
E-epochs,epochs=5,2,SS,v2|K16|len50-200|bs128|lr0.001|ntrain30000|ep30|pair999|syn20260810|strat200000x400|rng0.3-0.7,0.9267249961110691,0.9490681034177546,0.37779623613574087,0.0942876584751568,4000.0,10002.0,0.7581082790993519,1200.0,0.6136355737850958,1397.0,0.7780024783120036,1403.0,30000.0,5.0,1175.0,141184.0,0.005307525110989809,0.004365520191192627
E-epochs,epochs=5,2,AA,v2|K16|len50-200|bs128|lr0.001|ntrain30000|ep30|pair999|syn20260810|strat200000x400|rng0.3-0.7,0.33726177784036204,0.9998348472336911,0.9333333333333332,0.12001065972269313,1216.0,10.0,0.3171677748509833,1200.0,,11.0,,5.0,30000.0,5.0,1175.0,141184.0,0.005307525110989809,0.004365520191192627
E-epochs,epochs=10,2,Synth,v2|K16|len50-200|bs128|lr0.001|ntrain30000|ep30|pair999|syn20260810|strat200000x400|rng0.3-0.7,0.9301338218935203,0.9689712159221963,0.9843469670025687,0.11100765612064246,3648.0,2410.0,-0.02127230819825286,848.0,0.5936956701293629,1595.0,0.8711583810501778,1205.0,30000.0,10.0,2350.0,141184.0,0.0038600414112210275,0.003212296986579895
E-epochs,epochs=10,2,3Di,v2|K16|len50-200|bs128|lr0.001|ntrain30000|ep30|pair999|syn20260810|strat200000x400|rng0.3-0.7,0.9646443146936217,0.9890498737894511,0.5495249213464871,0.06493412209086437,3699.0,347.0,0.6891733392339635,1200.0,0.7472099127770329,1274.0,0.8632738496563686,1225.0,30000.0,10.0,2350.0,141184.0,0.0038600414112210275,0.003212296986579895
E-epochs,epochs=10,2,SS,v2|K16|len50-200|bs128|lr0.001|ntrain30000|ep30|pair999|syn20260810|strat200000x400|rng0.3-0.7,0.9391958332149855,0.9645318313718527,0.383351512111284,0.07625419215882782,4000.0,10002.0,0.7266103150729136,1200.0,0.6324313071585674,1397.0,0.815232595281475,1403.0,30000.0,10.0,2350.0,141184.0,0.0038600414112210275,0.003212296986579895
E-epochs,epochs=10,2,AA,v2|K16|len50-200|bs128|lr0.001|ntrain30000|ep30|pair999|syn20260810|strat200000x400|rng0.3-0.7,0.22066123325524126,0.9973575557390586,0.9099999999999999,0.10670273431864859,1216.0,10.0,0.19614516815913696,1200.0,,11.0,,5.0,30000.0,10.0,2350.0,141184.0,0.0038600414112210275,0.003212296986579895
E-epochs,epochs=20,2,Synth,v2|K16|len50-200|bs128|lr0.001|ntrain30000|ep30|pair999|syn20260810|strat200000x400|rng0.3-0.7,0.9272889067772048,0.9676358738575623,0.9759627543963643,0.11284493525818141,3648.0,2410.0,-0.04083849377052274,848.0,0.5858065687180803,1595.0,0.8751686508834658,1205.0,30000.0,20.0,4700.0,141184.0,0.002938137531032165,0.0024801000356674194
E-epochs,epochs=20,2,3Di,v2|K16|len50-200|bs128|lr0.001|ntrain30000|ep30|pair999|syn20260810|strat200000x400|rng0.3-0.7,0.9616099114699762,0.9909860920924555,0.5410692085565147,0.06530417487298176,3699.0,347.0,0.6262608742949293,1200.0,0.742384834580955,1274.0,0.8791768526047979,1225.0,30000.0,20.0,4700.0,141184.0,0.002938137531032165,0.0024801000356674194
E-epochs,epochs=20,2,SS,v2|K16|len50-200|bs128|lr0.001|ntrain30000|ep30|pair999|syn20260810|strat200000x400|rng0.3-0.7,0.9477171451753964,0.9729651324750777,0.39164585930445556,0.05964480508957812,4000.0,10002.0,0.7169046653054633,1200.0,0.6674699488869962,1397.0,0.83022070067566,1403.0,30000.0,20.0,4700.0,141184.0,0.002938137531032165,0.0024801000356674194
E-epochs,epochs=20,2,AA,v2|K16|len50-200|bs128|lr0.001|ntrain30000|ep30|pair999|syn20260810|strat200000x400|rng0.3-0.7,0.18761340535241766,0.9983484723369116,0.9,0.12723726609386127,1216.0,10.0,0.16304453108893277,1200.0,,11.0,,5.0,30000.0,20.0,4700.0,141184.0,0.002938137531032165,0.0024801000356674194
E-epochs,epochs=30,2,Synth,v2|K16|len50-200|bs128|lr0.001|ntrain30000|ep30|pair999|syn20260810|strat200000x400|rng0.3-0.7,0.9262148221865178,0.9660406649195008,0.9707645063557928,0.11466821800556422,3648.0,2410.0,-0.05373417457743116,848.0,0.5971417827006607,1595.0,0.8738572166619742,1205.0,30000.0,30.0,7050.0,141184.0,0.002544280053675175,0.002107168404261271
E-epochs,epochs=30,2,3Di,v2|K16|len50-200|bs128|lr0.001|ntrain30000|ep30|pair999|syn20260810|strat200000x400|rng0.3-0.7,0.9586780146188566,0.9893395806180193,0.5392912130430142,0.06470927849469367,3699.0,347.0,0.5939608590096327,1200.0,0.7359996917260772,1274.0,0.8618099234067584,1225.0,30000.0,30.0,7050.0,141184.0,0.002544280053675175,0.002107168404261271
E-epochs,epochs=30,2,SS,v2|K16|len50-200|bs128|lr0.001|ntrain30000|ep30|pair999|syn20260810|strat200000x400|rng0.3-0.7,0.9555130630658647,0.9789542788968355,0.3950772749204253,0.0557968338497226,4000.0,10002.0,0.7254019395969329,1200.0,0.7015827314038156,1397.0,0.8395215362454397,1403.0,30000.0,30.0,7050.0,141184.0,0.002544280053675175,0.002107168404261271
E-epochs,epochs=30,2,AA,v2|K16|len50-200|bs128|lr0.001|ntrain30000|ep30|pair999|syn20260810|strat200000x400|rng0.3-0.7,0.20524840125510396,0.9986787778695293,0.85,0.11979787081479684,1216.0,10.0,0.18209976396654812,1200.0,,11.0,,5.0,30000.0,30.0,7050.0,141184.0,0.002544280053675175,0.002107168404261271
E-epochs,epochs=50,2,Synth,v2|K16|len50-200|bs128|lr0.001|ntrain30000|ep30|pair999|syn20260810|strat200000x400|rng0.3-0.7,0.9211189213653598,0.9650915563647852,0.9625385299347953,0.11860000271252294,3648.0,2410.0,-0.07432890616859691,848.0,0.56758225757146,1595.0,0.8676006818667729,1205.0,30000.0,50.0,11750.0,141184.0,0.002175236454109351,0.001836694057782491
E-epochs,epochs=50,2,3Di,v2|K16|len50-200|bs128|lr0.001|ntrain30000|ep30|pair999|syn20260810|strat200000x400|rng0.3-0.7,0.9586673088746519,0.9897734809364328,0.5422928960248845,0.06167264396763509,3699.0,347.0,0.5945122882508188,1200.0,0.7346805408993606,1274.0,0.8618959056186101,1225.0,30000.0,50.0,11750.0,141184.0,0.002175236454109351,0.001836694057782491
E-epochs,epochs=50,2,SS,v2|K16|len50-200|bs128|lr0.001|ntrain30000|ep30|pair999|syn20260810|strat200000x400|rng0.3-0.7,0.9481618720801552,0.9790006617098351,0.3910301527972309,0.05682239664288551,4000.0,10002.0,0.6403506165643771,1200.0,0.6820580941797028,1397.0,0.8369312634430495,1403.0,30000.0,50.0,11750.0,141184.0,0.002175236454109351,0.001836694057782491
E-epochs,epochs=50,2,AA,v2|K16|len50-200|bs128|lr0.001|ntrain30000|ep30|pair999|syn20260810|strat200000x400|rng0.3-0.7,0.17125350424012484,0.9962014863748968,0.825,0.11687261123470663,1216.0,10.0,0.1482884074727007,1200.0,,11.0,,5.0,30000.0,50.0,11750.0,141184.0,0.002175236454109351,0.001836694057782491
